Sep 7, 2011,Uniques 173,772
Sep 8, 2011,Uniques 189,807
Sep 9, 2011,Uniques 159,860
Sep 10, 2011,Uniques 111,278
Sep 11, 2011,Uniques 109,143
Sep 12, 2011,Uniques 159,496
Sep 13, 2011,Uniques 200,610
Sep 15, 2011,Uniques 185,515
Sep 16, 2011,Uniques 232,360
Sep 17, 2011,Uniques 117,330
Sep 18, 2011,Uniques 119,732
Sep 19, 2011,Uniques 160,498
Sep 20, 2011,Uniques 158,870
Sep 21, 2011,Uniques 187,679
Sep 22, 2011,Uniques 207,632
Sep 23, 2011,Uniques 171,629
Sep 24, 2011,Uniques 123,870
Sep 25, 2011,Uniques 127,734
Sep 26, 2011,Uniques 162,850
Sep 27, 2011,Uniques 161,622
Sep 28, 2011,Uniques 148,517
Sep 30, 2011,Uniques 138,173
Oct 1, 2011,Uniques 101,696
Oct 2, 2011,Uniques 108,711
Oct 3, 2011,Uniques 160,129
Oct 4, 2011,Uniques 157,409
Oct 5, 2011,Uniques 147,288
Oct 6, 2011,Uniques 151,770
Oct 7, 2011,Uniques 145,554
Oct 8, 2011,Uniques 109,020
Oct 9, 2011,Uniques 113,199
Oct 10, 2011,Uniques 156,170
Oct 11, 2011,Uniques 166,837
Oct 12, 2011,Uniques 161,195
Oct 13, 2011,Uniques 178,215
Oct 15, 2011,Uniques 106,673
Oct 16, 2011,Uniques 114,041
Oct 17, 2011,Uniques 156,443
Oct 18, 2011,Uniques 159,206
Oct 19, 2011,Uniques 150,886
Oct 20, 2011,Uniques 166,837
Oct 21, 2011,Uniques 193,680
Oct 22, 2011,Uniques 294,234
Oct 23, 2011,Uniques 166,893
Oct 24, 2011,Uniques 158,942
Oct 25, 2011,Uniques 168,722
Oct 26, 2011,Uniques 171,691
Oct 27, 2011,Uniques 161,220
Oct 28, 2011,Uniques 155,317
Oct 30, 2011,Uniques 122,222
Oct 31, 2011,Uniques 149,897
Nov 1, 2011,Uniques 173,805
Nov 2, 2011,Uniques 240,092
Nov 3, 2011,Uniques 201,611
Nov 4, 2011,Uniques 175,609
Nov 5, 2011,Uniques 95,754
Nov 6, 2011,Uniques 117,718
Nov 7, 2011,Uniques 162,323
Nov 8, 2011,Uniques 152,425
Nov 9, 2011,Uniques 152,599
Nov 10, 2011,Uniques 150,838
Nov 11, 2011,Uniques 128,028
Nov 13, 2011,Uniques 102,446
Nov 14, 2011,Uniques 187,470
Nov 15, 2011,Uniques 175,600
Nov 16, 2011,Uniques 162,305
Nov 17, 2011,Uniques 154,968
Nov 18, 2011,Uniques 151,774
Nov 19, 2011,Uniques 108,863
Nov 20, 2011,Uniques 120,773
Nov 21, 2011,Uniques 163,001
Nov 22, 2011,Uniques 164,128
Nov 23, 2011,Uniques 176,258
Nov 24, 2011,Uniques 121,572
Nov 25, 2011,Uniques 124,332
Nov 26, 2011,Uniques 118,171
Nov 28, 2011,Uniques 200,087
Nov 29, 2011,Uniques 209,145
Nov 30, 2011,Uniques 206,497
Dec 1, 2011,Uniques 202,310
Dec 2, 2011,Uniques 178,753
Dec 3, 2011,Uniques 132,593
Dec 4, 2011,Uniques 140,987
Dec 5, 2011,Uniques 200,873
Dec 6, 2011,Uniques 211,234
Dec 7, 2011,Uniques 200,782
Dec 8, 2011,Uniques 185,065
Dec 9, 2011,Uniques 186,047
Dec 10, 2011,Uniques 119,897
Dec 11, 2011,Uniques 123,655
Dec 13, 2011,Uniques 201,142
Dec 14, 2011,Uniques 196,161
Dec 15, 2011,Uniques 191,034
Dec 16, 2011,Uniques 168,281
Dec 17, 2011,Uniques 128,403
Dec 18, 2011,Uniques 136,848
Dec 19, 2011,Uniques 181,773
Dec 20, 2011,Uniques 163,149
Dec 21, 2011,Uniques 159,484
Dec 22, 2011,Uniques 141,981
Dec 23, 2011,Uniques 118,708
Dec 24, 2011,Uniques 79,540
Dec 25, 2011,Uniques 68,066
Dec 26, 2011,Uniques 119,187
Dec 28, 2011,Uniques 140,417
Dec 29, 2011,Uniques 138,595
Dec 30, 2011,Uniques 128,042
Dec 31, 2011,Uniques 95,252
Jan 1, 2012,Uniques 94,343
Jan 2, 2012,Uniques 145,252
Jan 3, 2012,Uniques 184,059
Jan 4, 2012,Uniques 187,783
Jan 5, 2012,Uniques 199,301
Jan 6, 2012,Uniques 176,416
Jan 7, 2012,Uniques 125,769
Jan 8, 2012,Uniques 149,932
Jan 9, 2012,Uniques 213,692
Jan 10, 2012,Uniques 214,602
Jan 12, 2012,Uniques 187,358
Jan 13, 2012,Uniques 168,449
Jan 14, 2012,Uniques 129,972
Jan 15, 2012,Uniques 134,314
Jan 16, 2012,Uniques 169,769
Jan 17, 2012,Uniques 203,121
Jan 18, 2012,Uniques 222,704
Jan 19, 2012,Uniques 189,588
Jan 20, 2012,Uniques 150,845
Jan 21, 2012,Uniques 123,592
Jan 22, 2012,Uniques 120,477
Jan 23, 2012,Uniques 176,866
Jan 24, 2012,Uniques 196,450
Jan 25, 2012,Uniques 185,413
Jan 27, 2012,Uniques 175,893
Jan 28, 2012,Uniques 129,837
Jan 29, 2012,Uniques 136,290
Jan 30, 2012,Uniques 181,647
Jan 31, 2012,Uniques 184,460
Feb 1, 2012,Uniques 201,177
Feb 2, 2012,Uniques 254,698
Feb 3, 2012,Uniques 245,161
Feb 4, 2012,Uniques 140,172
Feb 5, 2012,Uniques 128,565
Feb 6, 2012,Uniques 182,809
Feb 7, 2012,Uniques 192,049
Feb 8, 2012,Uniques 231,065
Feb 9, 2012,Uniques 517,620
Feb 11, 2012,Uniques 273,518
Feb 12, 2012,Uniques 228,443
Feb 13, 2012,Uniques 320,801
Feb 14, 2012,Uniques 285,262
Feb 15, 2012,Uniques 275,556
Feb 16, 2012,Uniques 313,091
Feb 17, 2012,Uniques 259,079
Feb 18, 2012,Uniques 188,873
Feb 19, 2012,Uniques 201,144
Feb 20, 2012,Uniques 300,197
Feb 21, 2012,Uniques 320,658
Feb 22, 2012,Uniques 282,656
Feb 23, 2012,Uniques 291,328
Feb 24, 2012,Uniques 285,001
Feb 26, 2012,Uniques 191,088
Feb 27, 2012,Uniques 282,347
Feb 28, 2012,Uniques 298,542
Feb 29, 2012,Uniques 265,884
Mar 1, 2012,Uniques 268,815
Mar 2, 2012,Uniques 252,619
Mar 3, 2012,Uniques 176,725
Mar 3, 2012,Uniques 176,725                         
Mar 21, 2011,Uniques 120,470
Mar 12, 2011,Uniques 67,362
Mar 11, 2011,Uniques 96,727
Jan 16, 2011,Uniques 47,971
Mar 9, 2010,Uniques 27,704
